unfold0 file,unfold0 result,unfold0 duration,cvc5 filename,cvc5 result,cvc5 duration,unfold5 file,unfold5 result,unfold5 duration,no_interp file,no_interp result,no_interp duration,sqlsolver filename,sqlsolver result,sqlsolver duration,modified_sqlsolver file,modified_sqlsolver result,modified_sqlsolver duration,cvc5_nonneg file,cvc5_nonneg result,cvc5_nonneg duration
bapa/arith/fol_0000048.smt2,sat,0.1418600082397461,arith/cvc5_bapa/fol_0000048.smt2,sat,0.054219961166381836,bapa/arith/fol_0000048.smt2,sat,0.13233184814453125,bapa/arith/fol_0000048.smt2,sat,0.11100125312805176,arith/cvc5_bapa/fol_0000048.smt2,sat,0.113,arith/cvc5_bapa/fol_0000048.smt2,unknown,0.113,arith/cvc5_bapa/fol_0000048.smt2,sat,0.05580306053161621
bapa/arith/fol_0000049.smt2,sat,0.33686137199401855,arith/cvc5_bapa/fol_0000049.smt2,sat,0.06091117858886719,bapa/arith/fol_0000049.smt2,sat,0.1349477767944336,bapa/arith/fol_0000049.smt2,sat,0.19077086448669434,arith/cvc5_bapa/fol_0000049.smt2,sat,0.118,arith/cvc5_bapa/fol_0000049.smt2,unknown,0.112,arith/cvc5_bapa/fol_0000049.smt2,sat,0.05993294715881348
bapa/arith/fol_0000050.smt2,sat,0.7648770809173584,arith/cvc5_bapa/fol_0000050.smt2,sat,0.015039920806884766,bapa/arith/fol_0000050.smt2,sat,0.19594502449035645,bapa/arith/fol_0000050.smt2,sat,0.13717198371887207,arith/cvc5_bapa/fol_0000050.smt2,sat,0.018,arith/cvc5_bapa/fol_0000050.smt2,sat,0.014,arith/cvc5_bapa/fol_0000050.smt2,sat,0.013289928436279297
bapa/arith/fol_0000051.smt2,sat,0.1406571865081787,arith/cvc5_bapa/fol_0000051.smt2,sat,0.05352210998535156,bapa/arith/fol_0000051.smt2,sat,0.19208216667175293,bapa/arith/fol_0000051.smt2,sat,0.1431598663330078,arith/cvc5_bapa/fol_0000051.smt2,sat,0.111,arith/cvc5_bapa/fol_0000051.smt2,unknown,0.11,arith/cvc5_bapa/fol_0000051.smt2,sat,0.05585312843322754
bapa/arith/fol_0000052.smt2,sat,0.18334269523620605,arith/cvc5_bapa/fol_0000052.smt2,sat,0.05583977699279785,bapa/arith/fol_0000052.smt2,sat,0.13950800895690918,bapa/arith/fol_0000052.smt2,sat,0.11019301414489746,arith/cvc5_bapa/fol_0000052.smt2,sat,0.11,arith/cvc5_bapa/fol_0000052.smt2,unknown,0.112,arith/cvc5_bapa/fol_0000052.smt2,sat,0.056208133697509766
bapa/arith/fol_0000053.smt2,sat,0.14290094375610352,arith/cvc5_bapa/fol_0000053.smt2,sat,0.0536189079284668,bapa/arith/fol_0000053.smt2,sat,0.2069079875946045,bapa/arith/fol_0000053.smt2,sat,0.2353661060333252,arith/cvc5_bapa/fol_0000053.smt2,sat,0.112,arith/cvc5_bapa/fol_0000053.smt2,unknown,0.112,arith/cvc5_bapa/fol_0000053.smt2,sat,0.05759692192077637
bapa/arith/fol_0000054.smt2,sat,0.10337686538696289,arith/cvc5_bapa/fol_0000054.smt2,sat,0.05748295783996582,bapa/arith/fol_0000054.smt2,sat,0.35724592208862305,bapa/arith/fol_0000054.smt2,sat,0.1091153621673584,arith/cvc5_bapa/fol_0000054.smt2,sat,0.115,arith/cvc5_bapa/fol_0000054.smt2,unknown,0.109,arith/cvc5_bapa/fol_0000054.smt2,sat,0.0584261417388916
bapa/arith/fol_0000055.smt2,unsat,0.08307290077209473,arith/cvc5_bapa/fol_0000055.smt2,unsat,0.012232065200805664,bapa/arith/fol_0000055.smt2,unsat,0.09795594215393066,bapa/arith/fol_0000055.smt2,unsat,0.6303188800811768,arith/cvc5_bapa/fol_0000055.smt2,unsat,0.017,arith/cvc5_bapa/fol_0000055.smt2,unsat,0.017,arith/cvc5_bapa/fol_0000055.smt2,unsat,0.012322187423706055
bapa/arith/fol_0000056.smt2,sat,0.6345689296722412,arith/cvc5_bapa/fol_0000056.smt2,sat,0.03372383117675781,bapa/arith/fol_0000056.smt2,sat,0.3002009391784668,bapa/arith/fol_0000056.smt2,sat,0.23836278915405273,arith/cvc5_bapa/fol_0000056.smt2,sat,0.097,arith/cvc5_bapa/fol_0000056.smt2,unknown,0.093,arith/cvc5_bapa/fol_0000056.smt2,sat,0.031129121780395508
bapa/arith/fol_0000057.smt2,sat,0.9198648929595947,arith/cvc5_bapa/fol_0000057.smt2,sat,0.052980899810791016,bapa/arith/fol_0000057.smt2,sat,0.9437429904937744,bapa/arith/fol_0000057.smt2,sat,0.19472217559814453,arith/cvc5_bapa/fol_0000057.smt2,sat,0.111,arith/cvc5_bapa/fol_0000057.smt2,unknown,0.114,arith/cvc5_bapa/fol_0000057.smt2,sat,0.05358386039733887
